Produce Name,Price,Description,Image,Category,Options,Product URL
"
    Gemstone Authentication Report By GTL JAIPUR
"
    7.5 Inches CITRINE TEXTURED Coated Tumble Beads Natural Gemstone Center Drill Beads Line Strand | 9x14 to 6x11 mm
",3112,"7.5 Inches CITRINE TEXTURED Coated Tumble Beads Natural Gemstone Center Drill Beads Line Strand | 9x14 to 6x11 mmStones : CitrineBeads Dimension (MM) : 9x14 to 6x11Drill Size : 0.80 mmDrill Hole : Center.Loved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?ref=items-pagination&search_query=textured*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/93c7b8/4065600951/il_794xN.4065600951_asmv.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1270123881/75-inches-citrine-textured-coated-tumble?click_key=fe54d5888b43a3d8e860c53db2e3a475f6e50c8d%3A1270123881&click_sum=9c94b43d&ref=shop_home_active_9&pro=1&frs=1
"
    12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 17x14x5 to 12x10x5 mm
",2075,"12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 17x14x5 to 12x10x5 mmStones : SunstoneBeads Dimension (MM) : 17x14x5 to 12x10x5Drill Size : 0.45 mmDrill Hole : SideLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/db8eb8/4014100706/il_794xN.4014100706_ahb9.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1255126932/12-pieces-natural-sunstone-carved-beads?click_key=2dfbb2670829601df7a176ea11fa3b408ed753f4%3A1255126932&click_sum=8bfb7b27&ref=shop_home_active_10&pro=1&frs=1
"
    12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 14x15x5 to 9x11x4 mm
",2282,"12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 14x15x5 to 9x11x4 mmStones : SunstoneBeads Dimension (MM) : 14x15x5 to 9x11x4Drill Size : 0.45 mmDrill Hole : SideLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/cae979/4061743741/il_794xN.4061743741_ow8m.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1255126156/12-pieces-natural-sunstone-carved-beads?click_key=28598f31363d1e4b16ed1cd51ea32d6bda122841%3A1255126156&click_sum=0acb6ca4&ref=shop_home_active_11&pro=1&frs=1
"
    16 Pieces Multi Tourmaline Faceted Cushion Cut Stone Beads Natural Gemstone Face Drill Beads Strand | Tourmaline Beads | 11x7.5 to 7x5x3 mm
",9200,"16 Pieces Multi Tourmaline Faceted Cushion Cut Stone Beads Natural Gemstone Face Drill Beads Strand | Tourmaline Beads | 11x7.5 to 7x5x3 mmStones :  Multi TourmalineBeads Dimension (MM)::  11x7.5x4 to 7x5x3Drill Size : 0.60mmDrill/Hole::  FaceLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?ref=items-pagination&search_query=Cushion%2Bcut&page*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/9fc597/4070321359/il_794xN.4070321359_tikc.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1257301208/16-pieces-multi-tourmaline-faceted?click_key=a2fe6c00dcd994edd878269834f46150bd94d47c%3A1257301208&click_sum=b552d034&ref=shop_home_active_12&pro=1&frs=1
"
    8 Inches Citrine Faceted Egg Beads Natural Gemstone Center Drill Beads Line Strand | Citrine Beads | 5x4 to 4x3 mm
",1175,"8 Inches Citrine Faceted Egg Beads Natural Gemstone Center Drill Beads Line Strand | Citrine Beads | 5x4 to 4x3 mmStones : CitrineBeads Dimension (MM) ::  5x4 to 4x3Drill Size : 0.50 mmDrill Hole : CenterInclusions::.Loved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/4f7407/4065609569/il_794xN.4065609569_rtsv.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1270125995/8-inches-citrine-faceted-egg-beads?click_key=9329043d5c10007c1aee51e8e0f2ecbf3e9c0811%3A1270125995&click_sum=62817c2c&ref=shop_home_active_13&pro=1&frs=1
"
    8 Inches CITRINE QUARTZ TEXTURED Rondelle Beads Natural Gemstone Center Drill Beads Line Strand | 8x12 to 5x9 mm
",2905,"8 Inches CITRINE QUARTZ TEXTURED Rondelle Beads Natural Gemstone Center Drill Beads Line Strand | 8x12 to 5x9 mmStones : CitrineBeads Dimension (MM) : 8x12 to 5x9Drill Size : 0.80 mmDrill Hole : Center.Loved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?ref=items-pagination&search_query=textured*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/f8bd65/4017942900/il_794xN.4017942900_d1c4.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1270121893/8-inches-citrine-quartz-textured?click_key=ae940f517eff8d50d348d37adb7f0926b599aac6%3A1270121893&click_sum=89f0c59c&ref=shop_home_active_14&pro=1&frs=1
"
    16 Pieces Multi Tourmaline Faceted Pear Cut Stone Beads Natural Gemstone Side Drill Beads Line Strand | Tourmaline Beads | 14x6x4 to 7x4 mm
",7471,"16 Pieces Multi Tourmaline Faceted Pear Cut Stone Beads Natural Gemstone Side Drill Beads Line Strand | Tourmaline Beads | 14x6x4 to 7x4 mmStones :  Multi TourmalineBeads Dimension (MM)::  14x6x4 to 7x4x3Drill Size : 0.45mmDrill/Hole::   SideLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?ref=items-pagination&search_query=pear%2Bcut&page*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/df9a4d/4070293671/il_794xN.4070293671_9m2j.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1257294942/16-pieces-multi-tourmaline-faceted-pear?click_key=7f1eacaf75adb2fcdffdf7fd4d2e007db89a6430%3A1257294942&click_sum=ec590f97&ref=shop_home_active_15&pro=1&frs=1
"
    12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 16x13x5 to 11x8x4 mm
",2282,"12 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 16x13x5 to 11x8x4 mmStones : SunstoneBeads Dimension (MM) : 16x13x5 to 11x8x4Drill Size : 0.45 mmDrill Hole : SideLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/04e84f/4014102378/il_794xN.4014102378_oobs.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1255127268/12-pieces-natural-sunstone-carved-beads?click_key=a95e32572f0384cff98d732d448417707d8bc7da%3A1255127268&click_sum=9faa70d0&ref=shop_home_active_16&pro=1&frs=1
"
    10 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 14x16x5 to 11x12x5 mm
",2282,"10 Pieces Natural Sunstone Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | 14x16x5 to 11x12x5 mmStones : SunstoneBeads Dimension (MM) : 14x16x5 to 11x12x5Drill Size : 0.45 mmDrill Hole : SideLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/5661c2/4014099152/il_794xN.4014099152_l8em.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1255126486/10-pieces-natural-sunstone-carved-beads?click_key=fff3cfa65a2af65479b6b0486c144dc967988efb%3A1255126486&click_sum=84ee9038&ref=shop_home_active_17&pro=1&frs=1
"
    4 Pieces Aquamarine Grade-C Faceted Pear Cab Beads Natural Gemstone Face Drill Beads Line Strand | Aquamarine Beads | 18x14x3 mm
",899,"4 Pieces Aquamarine Grade-C Faceted Pear Cab Beads Natural Gemstone Face Drill Beads Line Strand | Aquamarine Beads | 18x14x3 mmStones : AquamarineBeads Dimension (MM) :  18x14x3Weight (carat) :: Drill Size : 0.80mmDrill Hole : FaceLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?search_query=faceted+cab*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/5a3f21/4037167235/il_794xN.4037167235_ii2l.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1262911763/4-pieces-aquamarine-grade-c-faceted-pear?click_key=0b4d117adb9676d5c9978d3878e4045cd4a45acd%3A1262911763&click_sum=0c9faa60&ref=shop_home_active_18&pro=1&frs=1
"
    20 Pieces RHODOLITE GARNET FACETED Heart Cut Stone Beads Natural Gemstone Face Drill Beads Line Strand | Genuine Rhodolite | 5x2.5 mm
",1383,20 Pieces RHODOLITE GARNET FACETED Heart Cut Stone Beads Natural Gemstone Face Drill Beads Line Strand | Genuine Rhodolite | 5x2.5 mmStones :   Rhodolite GarnetBeads Dimension (MM) ::   5x2.5Drill Size : 0.70 mmDrill Hole :  FaceInclusions::,https://i.etsystatic.com/20343546/r/il/d3d890/3960211495/il_794xN.3960211495_6nrg.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1243334077/20-pieces-rhodolite-garnet-faceted-heart?click_key=0166c1d0ce99e6bd1f8e98dc94a274f7426f5269%3A1243334077&click_sum=5676e834&ref=shop_home_active_19&pro=1&frs=1
"
    16 Pieces Emerald Faceted Heart Cut Stone Beads Natural Gemstone Face Drill Beads Line Strand | Precious Stone Beads | 6x4 to 5x2 mm
",1659,"16 Pieces Emerald Faceted Heart Cut Stone Beads Natural Gemstone Face Drill Beads Line Strand | Precious Stone Beads | 6x4 to 5x2 mmStones:  EmeraldBeads Dimension (MM):  6x4 to 5x2Drill Size : 0.50mmDrill: Face..................Returns & exchanges...............I gladly accept returns and exchangesContact me within 14 days of deliverySend items back within: 30days of deliveryI don't accept cancellationsBut please contact me if you have any problems with your order..................Delivery Policies...........................<<<<<<<<<<Free Delivery for this Item >>>>>>>>>>>>For USA - Estimated Delivery Time through USPS - 6-12 DaysFor EUROPE - Estimated Delivery Time Through DHL E-COMMERCE-10-16 DaysFor JAPAN -Estimated Delivery Time Through DHL E-COMMERCE -15-20 Days******IF YOU PLACE AN ORDER ABOVE  US$ 500 AFTER A 15% DISCOUNT, THEN YOUR PARCEL WILL BE SHIPPED THROUGH THE DHL EXPRESS SERVICE - DELIVERS WITHIN A WEEK************* IN CASE YOU WANT FAST SHIPPING, PLEASE MESSAGE US BEFORE CONFIRMING THE ORDER*******",https://i.etsystatic.com/20343546/r/il/cd1bdf/3893116650/il_794xN.3893116650_16po.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1238273465/16-pieces-emerald-faceted-heart-cut?click_key=9510edc1d01554b539dbc7c6a45157b65a70003d%3A1238273465&click_sum=118cdbc9&ref=shop_home_active_20&pro=1&frs=1
"
    10 Pieces Black Rutile Quartz Fancy Faceted Cab Beads Natural Gemstone Face Drill Beads Line Strand | Rutile Beads | 20x17x4 to 19x12x3 mm
",10791,"10 Pieces Black Rutile Quartz Fancy Faceted Cab Beads Natural Gemstone Face Drill Beads Line Strand | Rutile Beads | 20x17x4 to 19x12x3 mmStones :  Black Rutile QuartzBeads Dimension (MM) : 20x17x4 to 19x12x3Drill Size :  0.80 mm.Loved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?search_query=faceted+cab*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/2ee4b5/4041619849/il_794xN.4041619849_riy3.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1264023445/10-pieces-black-rutile-quartz-fancy?click_key=5785ea982006edd02eb8126fa8ead5835f092161%3A1264023445&click_sum=6b394cff&ref=shop_home_active_21&pro=1&frs=1
"
    10 Pieces Milky Quartz Faceted Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | Ice Quartz Beads | 16x13 to 13x10x4 mm
",4634,"10 Pieces Milky Quartz Faceted Carved Beads Natural Gemstone Briolette Side Drill Beads Line Strand | Ice Quartz Beads | 16x13x5 to 13x10x4 mmStones: Milky QuartzBeads Dimension (MM) :: 16x13x5 to 13x10x4Drill Size : 0.45 mmDrill Hole: SideLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/Gemmore?ref=seller-platform-mcnav&search_query=briolette*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/310fd5/3986655496/il_794xN.3986655496_5oc8.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1262336129/10-pieces-milky-quartz-faceted-carved?click_key=9693dd45c751db4f783e80bfcc950b015a186b3a%3A1262336129&click_sum=b962c58e&ref=shop_home_active_22&pro=1&frs=1
"
    10 Pieces Emerald Faceted Geometrical Crown Cut Beads Natural Gemstone Double Drill Beads Line Strand | Emerald Beads | 22x12x3 to 15x11 mm
",5741,"10 Pieces Emerald Faceted Geometrical Crown Cut Beads Natural Gemstone Double Drill Beads Line Strand | Emerald Beads | 22x12x3 to 15x11 mmStones :  EmeraldBeads Dimension (MM) :  22x12x3 to 15x11x2Drill Size : 0.80mmLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/Gemmore?ref=seller-platform-mcnav&search_query=geometrical+crown+cut*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/5ee924/4028614977/il_794xN.4028614977_fh1k.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1260865905/10-pieces-emerald-faceted-geometrical?click_key=fb3eab779ce4f7ffb232117c295c8a32adcbab3f%3A1260865905&click_sum=ce6dffc3&ref=shop_home_active_23&pro=1&frs=1
"
    20 Pieces Lemon Quartz & Smoky Quartz Faceted Hammered Fancy Beads Natural Gemstone Briolette Face Drill Beads Line Strand | 19x11 to 6x8 mm
",7332,"20 Pieces Lemon Quartz & Smoky Quartz Faceted Hammered Beads Natural Gemstone Briolette Face Drill Beads Line Strand | 19x11x5 to 6x8x3 mmStones :  Lemon Quartz & Smoky QuartzBeads Dimension (MM) :  19x11x5 to 6x8x3Drill Size :  0.80 mmLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them",https://i.etsystatic.com/20343546/r/il/d5af6e/4055000015/il_794xN.4055000015_9on3.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1253399092/20-pieces-lemon-quartz-smoky-quartz?click_key=54e1aa6e961f41ddd0e4cee1580cf0ad12dd9187%3A1253399092&click_sum=14256050&ref=shop_home_active_24&pro=1&frs=1
"
    10 Pieces Light Smoky Quartz Carved Frosted Jasmine Flower Beads Natural Gemstone Side Drill Beads Line Strand | Smoky Beads | 15x15x4 mm
",2075,"10 Pieces Light Smoky Quartz Carved Frosted Jasmine Flower Beads Natural Gemstone Side Drill Beads Line Strand | Smoky Beads | 15x15x4 mmStones: SMOKY QUARTZBeads Dimension (MM) ::   15x15x4Drill Size : 0.45mmDrill Hole: SideLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/gemmore/?search_query=flower*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/adfba7/3929509257/il_794xN.3929509257_n0ls.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1235202009/10-pieces-light-smoky-quartz-carved?click_key=5c09f763f07106bfbab78eda66dec3461d7ac47d%3A1235202009&click_sum=1aad6581&ref=shop_home_active_25&pro=1&frs=1
"
    4.5 Inches Green Amethyst Faceted Geometrical Step Cut Beads Natural Gemstone Side Drill Beads Strand | Amethyst Beads | 13x9x5 to 11x9x5 mm
",7747,"4.5 Inches Green Amethyst Faceted Geometrical Step Cut Beads Natural Gemstone Side Drill Beads Strand | Amethyst Beads | 13x9x5 to 11x9x5 mmStones: Green AmethystBeads Dimension (MM) ::  13x9x5 to 11x9x5Drill Size : 0.45mmDrill Hole: SideInclusions::https://www.etsy.com/in-en/shop/gemmore/?search_query=geometrical+step+cutLoved the collection !! Here is the link to some similar products we have ;)*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/b994d6/4054948345/il_794xN.4054948345_29ch.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1267393089/45-inches-green-amethyst-faceted?click_key=56884646457007df858ed30429afd04ccf93e910%3A1267393089&click_sum=2847581c&ref=shop_home_active_26&pro=1&frs=1
"
    10 Pieces Marcasite Fancy Crown Cut Beads Natural Gemstone Face Drill Beads Line Strand | 20x13x2 to 17x9x2 mm | Genuine Marcasite Beads
",3735,"10 Pieces Marcasite Fancy Crown Cut Beads Natural Gemstone Face Drill Beads Line Strand | 20x13x2 to 17x9x2 mm | Genuine Marcasite BeadsStones :  MarcasiteBeads Dimension (MM) :  20x13x2 to 17x9x2Drill Size : 0.80mmLoved the collection !! Here is the link to some similar products we have ;)https://www.etsy.com/in-en/shop/Gemmore?ref=seller-platform-mcnav&search_query=geometrical+crown+cut*****Shipping Policy*****FREE STANDARD SHIPPING on all orders above $ 35 and FREE EXPRESS SHIPPING on orders above $ 250. If you want Express Shipping for orders below $ 250, you can purchase it along with your order, here is the link:https://www.etsy.com/in-en/listing/925746432/ **Estimated Delivery Time**Standard Shipping: 15-25 DaysExpress Shipping: 3-9 Days<<It usually takes us 1-4 days to process your order and ship it from our end.>>*****Returns & exchanges*****We gladly accept returns and exchangesContact us within: 14 days after deliverySend back the items within: 30 days of deliveryWe don't accept cancellationsBut please contact us if you have any issues with your order, we would do our best to solve them.",https://i.etsystatic.com/20343546/r/il/a86999/3980886502/il_794xN.3980886502_newk.jpg,Craft Supplies & Tools,"[[], []]",https://www.etsy.com/in-en/listing/1260850609/10-pieces-marcasite-fancy-crown-cut?click_key=5fabfc6f698b43bfc165fd87282063908080996b%3A1260850609&click_sum=d90800ce&ref=shop_home_active_27&pro=1&frs=1
